1,2,1
1,3,1
2,3,1
1,2,2
2,3,2
1,2,3
2,3,3
1,2,4
2,3,4
2,3,5
1,3,5
1,2,5
2,3,6
2,3,7
1,2,7
2,3,8
1,3,8
1,2,8
1,2,9
2,3,9
2,3,10
2,3,11
4,5,11
2,3,12
1,2,12
1,3,12
4,5,12
4,5,13
1,2,14
4,5,14
1,2,15
2,3,16
4,5,16
2,3,17
1,2,17
4,5,17
2,3,18
1,3,18
1,2,19
6,7,19
1,2,20
2,3,20
6,7,20
1,3,20
4,5,20
6,8,21
7,8,21
6,9,21
6,7,21
4,5,21
7,9,21
6,9,22
6,7,22
7,9,22
7,8,23
6,7,23
1,3,23
7,9,23
4,5,23
7,8,24
6,7,24
1,3,24
4,5,24
6,7,25
4,5,25
8,9,26
7,8,26
10,11,26
6,7,26
4,5,26
8,11,27
8,10,27
7,8,27
10,11,27
6,7,27
4,5,27
9,11,27
10,11,28
5,12,28
4,12,28
4,5,28
6,8,29
10,11,29
6,7,29
4,12,29
4,5,29
8,9,30
6,8,30
7,8,30
10,11,30
4,6,30
4,12,30
4,5,30
5,9,30
6,8,31
10,11,31
5,6,31
4,6,31
1,3,31
4,5,31
8,9,32
7,8,32
10,11,32
5,6,32
6,7,32
4,5,32
4,7,32
13,14,33
6,8,33
7,8,33
10,11,33
6,7,33
1,3,33
4,7,33
4,5,33
13,14,34
10,11,34
6,7,34
1,3,34
4,5,34
10,11,35
6,7,35
1,3,35
4,5,35
4,14,35
5,14,35
4,13,36
10,11,36
4,5,36
4,14,36
5,14,36
5,13,37
13,14,37
4,13,37
10,11,37
1,3,37
4,5,37
4,14,37
5,14,37
10,11,38
12,14,38
4,14,38
5,13,39
13,14,39
10,11,39
6,7,39
4,5,39
5,14,39
5,13,40
8,12,40
10,11,40
6,7,40
4,5,40
4,14,40
5,11,40
1,2,41
10,11,41
4,10,41
6,7,41
4,11,41
5,11,41
11,14,41
5,14,41
1,2,42
2,3,42
10,11,42
5,10,42
4,10,42
6,7,42
1,3,42
4,11,42
4,5,42
5,11,42
15,16,43
1,2,43
10,11,43
6,7,43
1,3,43
4,5,43
15,16,44
1,2,44
2,3,44
10,11,44
6,7,44
4,5,44
15,16,45
10,11,45
6,7,45
4,5,45
15,16,46
8,9,46
10,11,46
6,7,46
1,3,46
4,5,46
2,14,47
13,14,47
6,7,47
1,3,47
4,5,47
2,14,48
7,8,48
6,7,48
1,3,48
4,5,48
13,14,49
7,8,49
10,11,49
6,7,49
1,3,49
4,5,49
10,11,50
10,14,50
6,7,50
11,14,50
11,14,51
10,14,51
10,11,51
6,7,51
4,5,51
12,15,52
4,5,52
6,7,53
1,3,53
6,7,54
4,5,54
13,14,55
2,3,55
6,7,55
4,5,55
4,5,56
3,4,56
13,14,57
2,4,57
10,11,57
6,7,57
3,4,57
13,14,58
2,5,58
2,4,58
2,3,58
7,8,58
10,11,58
6,7,58
3,4,58
4,5,58
4,17,58
5,17,59
2,17,59
4,17,59
6,7,59
2,3,59
3,4,59
4,5,59
2,5,59
14,17,60
2,3,60
10,11,60
4,5,60
4,17,60
5,17,60
13,14,61
5,17,61
4,5,61
2,3,61
4,17,61
7,8,61
10,11,61
2,3,62
7,8,62
5,17,62
10,11,62
4,5,62
1,2,63
7,8,63
5,17,63
5,17,64
4,17,64
3,13,64
7,8,64
1,2,64
4,5,64
1,2,65
13,14,65
4,5,65
5,17,65
10,11,65
1,2,66
4,5,66
5,17,66
13,14,66
10,11,66
1,2,67
1,14,67
4,5,67
4,17,67
18,19,67
5,17,67
6,7,68
4,5,68
4,17,68
18,19,68
5,17,68
10,11,68
4,5,69
4,17,69
18,20,69
14,15,69
19,20,69
6,7,69
5,17,69
10,11,69
2,11,70
2,3,70
13,15,70
13,14,70
4,5,70
4,17,70
14,15,70
19,20,70
6,7,70
7,8,70
6,8,70
10,11,70
1,16,71
2,10,71
13,14,71
4,5,71
4,17,71
18,20,71
6,7,71
7,8,71
5,17,71
6,8,71
10,11,71
2,16,72
2,11,72
1,2,72
2,3,72
13,14,72
1,11,72
1,10,72
1,3,72
4,5,72
4,17,72
3,10,72
6,7,72
5,17,72
21,22,73
21,23,73
6,7,73
2,11,73
1,2,73
2,3,73
22,23,73
4,5,73
18,19,73
18,20,73
5,17,73
22,24,74
23,24,74
21,24,74
21,22,74
21,23,74
22,23,74
4,5,74
18,19,74
18,20,74
6,7,74
7,8,74
6,8,74
10,11,74
22,24,75
21,24,75
21,23,75
22,23,75
4,5,75
4,17,75
18,19,75
18,20,75
6,7,75
7,8,75
6,8,75
21,22,76
21,23,76
7,8,76
2,3,76
22,23,76
4,5,76
18,19,76
22,24,77
21,23,77
7,8,77
2,3,77
22,23,77
4,5,77
4,17,77
18,19,77
18,20,77
19,20,77
5,17,77
6,8,77
10,11,77
23,24,78
21,23,78
6,7,78
1,2,78
2,3,78
18,20,78
19,20,78
5,17,78
6,8,78
10,11,78
22,24,79
23,24,79
21,24,79
21,23,79
7,9,79
6,7,79
1,2,79
2,3,79
22,23,79
4,5,79
16,17,79
8,9,79
10,11,79
10,14,79
6,9,79
11,14,79
22,24,80
23,24,80
21,24,80
21,22,80
21,23,80
1,2,80
2,3,80
22,23,80
4,5,80
14,17,80
8,9,80
6,9,80
11,14,80
22,24,81
21,24,81
21,22,81
2,3,81
1,2,81
4,5,81
6,7,81
5,17,81
14,17,81
6,8,81
10,14,81
23,24,82
21,23,82
7,15,82
6,7,82
13,14,82
4,5,82
4,14,82
4,17,82
6,15,82
5,17,82
22,24,83
1,2,83
4,5,83
4,17,83
8,15,83
7,8,83
6,9,83
5,17,83
14,17,83
6,8,83
22,24,84
23,24,84
21,24,84
21,23,84
1,2,84
4,5,84
4,17,84
18,19,84
5,17,84
8,11,84
6,11,84
21,22,85
21,23,85
22,23,85
4,5,85
6,7,85
7,8,85
8,9,85
5,17,85
8,11,85
6,11,85
22,24,86
21,23,86
7,8,86
2,3,86
22,23,86
4,8,86
5,14,86
5,17,86
14,17,86
6,8,86
10,11,86
22,24,87
4,7,87
13,17,87
4,22,87
4,5,87
4,17,87
3,10,87
10,11,87
23,24,88
21,23,88
4,21,88
4,7,88
1,2,88
22,23,88
4,9,88
4,8,88
3,11,88
3,10,88
5,17,88
17,22,88
8,9,88
10,11,88
17,21,89
1,2,89
2,3,89
3,10,89
3,17,89
7,9,89
5,17,89
10,11,89
22,24,90
23,24,90
2,3,90
13,14,90
25,26,90
22,23,90
4,22,90
5,17,90
10,11,90
21,22,91
21,23,91
4,21,91
22,23,91
4,22,91
3,11,91
7,10,91
6,7,91
5,17,91
22,24,92
10,16,92
4,16,92
1,2,92
4,10,92
4,5,92
4,17,92
5,17,92
5,10,92
11,14,92
21,22,93
21,23,93
13,14,93
22,23,93
4,11,93
4,5,93
10,14,93
11,14,93
21,23,94
7,22,94
6,7,94
25,26,94
1,16,94
22,23,94
4,11,94
4,17,94
5,17,94
14,17,94
5,10,94
5,14,94
22,24,95
7,22,95
6,7,95
13,14,95
25,26,95
4,5,95
4,17,95
5,17,95
10,11,95
10,12,95
11,12,95
22,24,96
21,22,96
21,23,96
13,14,96
4,5,96
4,17,96
7,22,96
6,7,96
5,17,96
10,11,96
22,24,97
2,3,97
13,14,97
1,23,97
4,17,97
18,19,97
6,7,97
5,17,97
10,11,97
22,24,98
21,24,98
1,24,98
21,22,98
21,23,98
1,21,98
6,7,98
2,3,98
25,26,98
22,23,98
18,19,98
10,11,98
13,14,99
25,26,99
1,3,99
22,23,99
4,5,99
4,17,99
5,17,99
10,11,99
1,3,100
22,23,100
4,17,100
14,26,100
10,11,100
22,24,101
21,22,101
13,14,101
22,23,101
6,7,101
5,17,101
22,24,102
21,22,102
2,7,102
13,14,102
22,23,102
4,14,102
4,17,102
18,19,102
18,20,102
10,11,102
21,24,103
21,23,103
21,22,103
1,3,103
5,17,103
10,11,103
22,24,104
6,7,104
2,6,104
25,26,104
1,3,104
4,5,104
5,17,104
10,11,104
21,23,105
6,7,105
2,6,105
13,14,105
12,25,105
4,17,105
18,19,105
18,20,105
5,17,105
10,11,105
6,7,106
2,3,106
13,14,106
4,17,106
18,19,106
18,20,106
3,9,106
5,17,106
10,11,106
22,24,107
6,7,107
2,3,107
13,14,107
1,3,107
22,23,107
4,17,107
16,20,107
10,11,107
22,24,108
6,7,108
2,3,108
1,2,108
13,14,108
1,3,108
22,23,108
4,5,108
5,17,108
10,11,108
22,24,109
1,2,109
2,3,109
13,14,109
1,3,109
23,26,109
18,20,109
6,7,109
5,17,109
10,11,109
22,24,110
16,17,110
1,2,110
13,14,110
25,26,110
1,3,110
6,7,110
10,11,110
21,22,111
21,23,111
6,7,111
1,2,111
2,3,111
18,19,111
18,20,111
16,17,111
10,11,111
21,24,112
21,23,112
16,17,112
1,2,112
2,3,112
13,14,112
25,26,112
1,3,112
4,5,112
4,17,112
6,7,112
5,17,112
21,22,113
6,7,113
1,2,113
2,3,113
1,3,113
22,23,113
4,17,113
13,14,113
21,24,114
21,22,114
21,23,114
6,7,114
2,7,114
3,7,114
2,3,114
1,2,114
2,4,114
13,14,114
25,26,114
1,3,114
22,23,114
4,17,114
3,6,114
5,27,114
10,11,114
22,24,115
23,24,115
1,2,115
13,14,115
25,26,115
4,17,115
10,11,115
23,24,116
1,2,116
13,14,116
25,26,116
22,23,116
4,17,116
16,27,116
23,24,117
1,2,117
13,14,117
25,26,117
4,5,117
4,17,117
18,19,117
20,27,117
1,2,118
13,14,118
25,26,118
22,23,118
4,17,118
18,19,118
19,20,118
6,7,118
22,24,119
1,2,119
13,14,119
25,26,119
20,23,119
4,17,119
18,19,119
18,20,119
20,22,119
10,11,119
22,24,120
21,22,120
21,23,120
1,2,120
25,26,120
22,23,120
4,17,120
19,20,120
10,11,120
22,24,121
21,22,121
21,23,121
25,26,121
22,23,121
4,5,121
4,17,121
18,19,121
18,20,121
6,7,121
22,24,122
21,22,122
21,23,122
6,7,122
22,23,122
4,17,122
18,20,122
23,24,123
21,24,123
21,23,123
25,26,123
22,23,123
4,17,123
19,20,123
5,17,123
22,24,124
21,24,124
21,23,124
22,23,124
4,5,124
4,17,124
28,29,124
21,22,125
21,23,125
6,7,125
22,23,125
23,28,125
4,17,125
18,19,125
18,20,125
22,29,125
28,29,125
28,29,126
22,24,126
23,24,126
24,28,126
6,7,126
13,14,126
22,23,126
30,31,126
4,5,126
4,17,126
18,19,126
22,28,126
5,17,126
31,32,127
30,32,127
22,24,127
13,14,127
21,23,127
22,23,127
30,31,127
4,5,127
4,17,127
7,9,127
28,29,127
5,17,127
22,29,127
31,32,128
22,24,128
23,24,128
13,14,128
21,23,128
28,29,128
22,23,128
30,31,128
4,5,128
4,17,128
4,29,128
7,9,128
6,7,128
17,22,128
6,9,128
31,32,129
30,32,129
23,24,129
17,24,129
21,22,129
7,9,129
6,7,129
13,14,129
17,23,129
30,31,129
28,29,129
6,9,129
25,32,130
26,32,130
6,7,130
25,31,130
25,26,130
30,31,130
28,29,130
6,9,130
22,24,131
5,24,131
17,24,131
21,24,131
21,22,131
5,21,131
17,21,131
25,31,131
30,31,131
18,19,131
5,22,131
5,17,131
28,29,131
17,22,131
22,24,132
17,24,132
13,14,132
30,31,132
28,29,132
18,19,132
17,22,132
6,7,133
30,31,133
18,19,133
9,27,133
28,29,133
28,29,134
13,14,134
30,31,134
18,19,134
6,7,134
9,27,134
28,29,135
7,9,135
6,7,135
30,31,135
18,19,135
9,27,135
28,29,136
13,14,136
30,31,136
7,9,136
7,27,136
6,7,136
9,27,136
6,27,136
10,11,136
6,9,136
28,29,137
7,9,137
6,7,137
30,31,137
13,14,137
10,11,137
6,9,137
7,9,138
7,27,138
6,7,138
30,31,138
18,19,138
9,27,138
6,27,138
6,9,138
30,31,139
7,9,139
7,27,139
6,7,139
9,27,139
6,27,139
28,29,139
28,29,140
1,2,140
30,31,140
7,9,140
10,11,140
1,2,141
30,31,141
6,7,141
10,28,141
28,29,141
10,11,141
28,29,142
1,2,142
30,31,142
10,11,142
6,7,143
1,2,143
28,29,143
10,11,143
11,29,143
28,32,144
13,14,144
2,3,144
1,2,144
6,7,144
28,29,144
28,29,145
1,2,145
30,31,145
10,11,145
27,32,146
6,7,146
30,31,146
3,27,146
28,29,146
10,11,146
13,14,147
30,31,147
28,29,147
10,11,147
28,29,148
10,16,148
2,16,148
3,16,148
2,3,148
13,14,148
1,3,148
30,31,148
6,7,148
28,29,149
6,7,149
1,10,149
1,3,149
18,19,149
3,11,149
3,16,149
11,16,149
10,16,149
10,11,149
13,14,150
28,29,150
6,7,150
18,19,150
3,16,150
13,14,151
18,19,151
33,34,151
6,7,151
28,29,151
13,14,152
28,29,152
33,34,152
6,7,152
18,19,153
18,20,153
28,29,153
33,34,153
6,7,153
30,31,154
33,34,154
35,36,154
18,19,154
28,29,154
13,14,155
28,29,155
33,34,155
19,31,155
19,20,155
6,7,155
20,31,155
30,31,155
30,31,156
28,29,156
13,14,156
33,34,156
6,7,156
18,19,156
19,20,156
18,20,156
13,14,157
28,29,157
33,34,157
30,31,157
6,7,157
28,31,158
28,30,158
28,29,158
13,14,158
33,34,158
6,7,158
30,31,158
29,31,158
13,14,159
28,29,159
33,34,159
13,14,160
33,34,160
32,34,160
29,32,160
28,29,161
33,34,161
28,29,162
32,34,162
28,34,163
28,29,163
13,14,163
29,34,163
13,14,164
9,34,164
28,34,164
28,29,164
28,29,165
33,34,165
33,34,166
28,29,166
33,34,167
33,37,167
28,29,167
28,29,168
33,34,168
7,36,168
13,14,169
28,29,169
33,34,169
30,31,169
13,14,170
33,34,170
6,7,170
28,29,170
6,28,171
28,29,171
33,34,171
34,37,171
28,29,172
33,34,172
6,29,172
31,37,173
28,29,173
33,34,173
32,33,173
32,34,173
28,29,174
33,34,174
31,37,174
30,37,174
30,31,175
28,29,175
33,34,175
6,7,175
28,29,176
33,34,176
6,7,176
30,31,176
30,31,177
13,14,177
33,34,177
7,28,177
28,29,177
38,39,178
13,14,178
28,29,178
33,34,178
30,31,178
28,29,179
13,14,179
38,39,179
38,39,180
13,14,180
33,34,180
30,31,180
28,29,180
38,39,181
13,14,181
33,34,181
31,40,181
30,31,181
28,29,181
34,39,182
39,40,182
38,39,182
34,38,182
27,38,182
28,29,182
27,34,182
34,40,182
30,31,182
13,14,183
38,39,183
39,40,183
33,34,183
30,31,183
28,29,183
28,29,184
33,34,184
30,31,184
13,14,184
38,39,185
28,29,185
13,14,185
30,31,185
28,29,186
13,14,186
41,42,186
30,31,186
41,42,187
13,14,187
30,31,187
28,29,187
41,42,188
13,14,188
28,29,188
30,31,188
30,31,189
28,29,189
13,14,189
38,39,190
13,14,190
30,31,190
28,29,190
30,31,191
28,29,191
13,14,191
6,7,191
13,14,192
30,31,192
28,29,192
13,14,193
31,42,193
28,29,193
35,36,193
30,31,193
30,31,194
41,42,194
28,29,194
13,14,195
30,31,195
6,7,195
41,42,195
28,29,195
13,14,196
28,29,196
30,31,196
6,7,196
35,36,197
30,31,197
28,29,197
28,29,198
13,14,198
6,7,198
30,31,199
13,14,199
30,42,199
28,29,199
40,42,200
41,42,200
13,14,200
38,39,201
41,42,201
6,7,201
28,29,201
38,39,202
13,14,202
28,29,202
28,29,203
13,14,203
38,39,203
6,7,203
38,39,204
28,29,204
38,39,205
41,42,205
36,42,205
28,29,205
41,42,206
28,29,206
38,39,206
38,39,207
28,29,207
35,36,207
13,14,208
28,29,208
38,39,208
31,42,209
13,14,209
38,39,209
31,35,209
38,39,210
31,35,210
13,14,210
38,39,211
13,14,211
28,29,211
38,39,212
28,29,212
38,39,213
28,29,213
38,39,214
31,35,214
28,29,214
13,14,215
28,29,215
38,39,215
6,7,215
38,39,216
28,29,216
41,42,217
38,39,217
6,7,217
38,39,218
6,7,218
43,44,218
6,7,219
43,44,219
6,7,220
43,44,220
38,39,221
