node1,node2,timestamp
41,77,1
24,98,2
52,96,2
12,77,2
48,97,2
12,31,3
68,71,3
55,60,5
67,100,5
45,80,5
36,77,8
67,79,10
55,86,15
55,76,16
57,93,16
79,96,16
2,22,17
34,44,17
13,65,23
17,34,26
2,65,26
52,65,29
78,86,29
34,44,30
12,75,30
15,73,31
44,75,31
44,100,31
40,44,34
4,77,35
31,65,35
59,81,36
58,59,37
1,23,42
55,67,42
2,18,43
14,60,43
81,99,44
58,79,45
36,65,45
74,80,46
21,74,47
65,93,49
85,95,50
23,86,51
74,97,51
59,79,52
23,46,54
30,47,57
32,80,57
89,99,57
38,41,59
27,45,59
45,81,60
4,37,62
29,83,62
46,88,62
30,83,62
78,94,63
49,71,65
23,60,67
34,47,67
39,52,67
59,77,68
20,22,69
7,68,70
34,88,71
3,4,72
10,33,72
2,73,73
12,14,74
56,99,74
18,67,76
30,84,78
18,31,80
29,56,80
42,71,81
21,56,83
57,59,83
78,81,85
16,55,90
38,52,90
24,73,92
56,77,92
28,63,93
7,94,93
41,45,95
79,98,96
76,99,97
8,68,99
22,41,100
6,97,100
19,34,101
32,85,101
47,89,101
93,99,104
53,58,106
24,95,106
23,57,107
12,61,110
29,49,110
33,100,111
57,73,115
43,52,116
70,71,116
9,100,116
31,56,117
42,83,118
50,58,118
45,89,118
1,93,119
51,79,119
27,78,120
7,9,121
27,58,123
56,59,123
16,67,124
24,72,124
71,72,126
7,85,126
82,87,127
61,62,128
33,57,129
58,89,129
81,86,129
10,94,129
97,100,129
47,64,132
47,52,133
20,21,134
37,77,135
14,79,142
89,90,143
10,34,144
52,56,144
77,97,144
11,95,146
7,86,147
33,85,149
57,87,149
71,74,149
24,78,151
63,92,151
56,84,152
25,85,152
6,84,153
5,7,153
85,95,153
16,99,153
40,66,154
2,63,154
30,40,156
36,68,156
82,89,156
18,99,156
4,88,157
16,69,157
30,32,158
56,83,158
54,63,158
20,70,159
85,89,159
12,56,160
78,98,160
20,51,162
13,88,163
10,36,164
17,73,164
24,36,165
27,55,167
76,89,167
17,94,167
5,79,168
48,59,170
9,61,170
26,46,171
34,65,172
43,69,172
4,85,172
14,67,175
17,18,176
7,49,177
54,82,177
28,93,178
35,45,180
59,61,180
2,93,181
31,75,181
55,59,183
2,61,184
8,31,185
29,47,185
42,69,186
18,67,186
28,56,188
21,88,190
6,76,193
25,76,193
17,32,194
19,83,194
8,23,194
82,99,195
45,98,196
44,89,197
89,94,197
27,63,198
8,51,200
2,57,201
11,61,201
19,42,203
30,86,204
24,87,204
85,99,204
15,31,206
41,74,207
29,90,209
79,98,210
4,18,211
59,91,213
17,70,214
79,82,215
81,88,217
1,99,217
55,68,218
12,29,220
35,73,220
56,79,220
81,89,220
14,44,224
7,72,224
75,78,224
79,81,224
59,100,225
47,77,228
19,77,230
32,36,232
27,76,234
61,71,234
30,62,235
85,94,235
34,43,236
81,94,236
27,79,237
22,70,239
20,21,240
35,79,240
7,93,241
27,58,241
52,73,241
17,89,246
83,95,247
10,51,248
56,68,249
30,67,253
17,30,256
5,68,256
71,80,256
10,73,257
8,35,258
59,69,259
29,79,260
22,100,261
63,81,261
12,24,262
56,60,262
2,17,263
65,98,263
62,77,263
59,84,263
17,98,263
2,79,265
24,75,266
12,43,267
60,94,267
27,44,268
35,89,268
7,55,269
44,66,270
21,31,271
32,60,271
15,80,271
33,72,273
25,44,274
9,50,274
15,20,275
54,77,278
7,81,281
54,89,283
41,100,284
60,92,284
41,99,284
67,77,286
67,92,287
5,87,287
17,30,289
9,51,289
73,74,289
29,73,294
20,58,294
4,79,295
82,87,295
30,34,296
70,76,296
71,75,296
91,94,296
71,80,297
26,74,299
71,77,300
20,44,302
30,33,304
83,85,304
7,97,306
46,54,306
78,79,306
68,89,306
47,74,310
11,89,310
2,71,311
49,52,311
44,77,312
59,65,312
46,100,313
12,96,314
72,85,315
57,61,316
25,74,318
7,35,319
12,35,319
77,92,320
40,77,321
17,68,322
92,100,323
30,37,324
63,79,324
27,70,324
24,81,326
24,33,327
33,85,330
52,99,330
76,99,331
36,55,332
23,67,332
66,91,332
30,31,334
52,94,337
11,16,338
40,54,339
38,55,340
10,81,345
8,53,346
38,98,346
15,61,347
41,91,347
15,71,347
16,54,349
1,56,349
50,93,349
35,87,351
55,56,352
25,58,353
87,92,353
32,61,354
5,64,355
24,71,355
53,56,356
23,76,359
25,41,360
68,95,360
62,79,360
3,77,362
43,99,363
83,91,364
7,77,366
72,98,366
6,56,367
44,87,368
40,80,371
19,74,372
61,79,374
53,61,378
16,32,379
33,56,381
13,61,381
58,78,381
27,83,382
69,98,382
35,68,384
18,74,384
29,62,387
37,78,387
48,70,388
2,59,389
41,66,394
45,55,394
4,50,395
6,16,397
72,99,397
23,74,398
24,30,398
75,78,398
52,56,399
10,23,400
18,60,400
65,89,400
71,87,402
33,84,404
50,88,405
48,51,406
28,61,407
18,77,409
66,79,409
8,37,410
1,98,411
18,76,412
23,55,413
95,97,413
9,34,415
12,81,416
46,83,418
40,79,421
14,82,421
8,33,422
20,41,422
72,75,424
67,73,425
31,81,425
59,100,426
41,100,427
50,100,427
54,61,427
20,55,431
53,54,431
23,79,431
74,100,433
17,57,435
62,78,435
15,36,437
20,22,439
81,93,439
8,34,442
6,73,442
47,89,442
6,50,443
54,88,443
17,35,444
69,84,444
29,72,447
30,84,447
23,88,448
8,23,449
27,90,449
8,62,451
35,41,452
37,59,452
1,44,457
2,94,460
29,41,460
76,79,462
55,86,463
41,94,464
4,55,464
8,26,466
31,53,466
5,49,467
2,23,469
34,74,469
28,38,470
1,67,470
32,99,473
26,74,473
74,82,476
2,38,479
20,38,479
8,15,481
18,81,481
71,85,482
68,89,482
8,45,483
27,83,484
40,78,485
7,52,488
28,55,489
7,66,490
9,11,491
22,33,491
50,93,492
2,84,492
18,56,494
23,81,497
49,67,498
45,74,499
21,23,500
12,99,500
8,90,501
68,70,501
69,80,503
2,21,504
33,35,504
7,73,505
38,56,505
33,45,506
23,58,511
18,34,511
23,45,512
56,66,512
52,60,513
16,95,513
35,90,514
56,89,514
58,87,517
61,70,518
33,36,520
31,94,520
85,93,523
55,99,524
27,59,524
12,99,525
18,95,525
35,78,525
10,45,526
18,57,529
27,44,529
53,84,529
17,62,530
56,73,531
43,77,531
14,74,532
9,99,533
2,78,534
24,97,534
26,70,534
59,80,537
65,96,537
4,48,540
6,58,540
44,67,540
79,81,541
16,87,541
43,59,542
3,64,544
33,83,545
18,67,545
51,100,547
28,41,548
32,61,548
64,79,550
1,84,550
28,76,552
27,87,554
41,44,554
50,90,554
8,26,555
57,76,556
63,66,557
27,43,558
32,65,558
2,44,563
66,67,566
23,71,567
15,69,567
12,96,568
72,73,569
45,85,569
41,95,570
22,27,572
59,65,574
60,92,574
25,80,574
47,90,577
21,79,577
4,12,579
78,97,579
81,96,582
91,95,582
65,93,583
24,53,584
12,42,585
32,41,587
52,81,587
38,56,588
75,99,588
69,97,589
34,80,590
65,77,591
4,31,593
22,81,594
73,80,594
32,95,594
64,80,595
11,77,597
44,80,597
36,47,598
77,78,598
52,93,599
25,63,599
18,54,600
32,66,600
33,61,601
22,78,601
2,22,602
12,64,602
40,70,602
74,79,602
27,67,608
72,100,608
44,98,609
49,59,609
11,33,610
43,77,610
21,30,611
5,55,611
25,54,613
27,36,614
68,90,614
14,16,616
29,34,616
18,89,616
57,95,618
77,83,621
39,74,623
8,86,624
24,52,624
81,87,624
6,95,625
86,97,625
85,93,627
20,83,628
58,78,632
81,87,633
77,87,635
17,84,636
27,66,636
12,74,636
54,85,637
22,73,639
66,77,641
16,54,643
44,74,643
33,36,648
41,84,650
45,72,651
2,34,653
21,100,653
3,88,654
52,56,657
56,81,657
41,84,658
7,63,659
3,78,659
11,85,659
67,75,662
30,70,662
44,60,666
52,72,669
55,87,675
45,93,676
80,81,676
26,99,676
31,41,677
56,58,678
62,87,681
7,52,684
34,94,684
42,67,688
17,81,689
54,80,690
59,65,690
38,55,692
7,99,693
59,67,694
73,86,694
37,71,696
41,77,696
41,100,700
42,95,701
63,72,702
1,7,704
31,34,708
4,10,709
12,87,709
70,84,709
8,75,709
4,56,710
13,79,713
23,97,715
24,77,715
11,56,715
52,87,715
29,51,717
39,68,718
59,80,718
54,94,718
51,80,721
