node1,node2,timestamp
21,77,2
36,90,2
7,98,2
2,43,5
2,28,9
9,91,9
40,78,10
27,82,11
3,75,12
48,90,12
46,90,13
16,75,15
14,49,16
69,77,16
18,74,17
39,82,17
36,74,18
10,77,18
80,83,18
1,55,19
68,73,19
3,97,19
17,88,20
19,50,22
39,74,22
18,84,23
31,42,23
25,65,24
2,89,31
41,74,33
42,69,36
71,100,37
59,61,38
80,87,38
60,69,39
40,53,40
64,85,41
49,90,41
1,44,42
38,75,43
8,15,45
20,44,45
43,60,46
48,84,46
32,99,47
3,72,47
49,70,50
35,42,52
39,69,53
6,97,53
24,92,54
70,79,54
36,56,55
56,78,55
19,49,56
89,98,56
71,77,57
52,81,57
46,72,58
3,80,60
2,9,61
38,47,61
50,78,61
64,74,61
12,85,62
3,21,66
42,47,66
8,90,67
43,56,68
81,91,70
65,67,71
1,92,74
53,61,75
75,97,75
29,35,76
20,78,76
19,27,77
7,16,78
30,31,78
17,95,79
18,40,80
29,47,80
5,93,82
26,82,82
14,94,83
53,62,84
46,69,85
15,32,86
12,17,86
37,51,86
13,24,87
20,33,87
6,86,89
68,95,90
14,63,91
71,92,92
5,31,93
14,75,93
47,82,94
90,93,94
40,70,95
23,39,96
9,27,97
49,82,97
67,97,97
3,46,99
12,65,102
51,76,103
52,63,108
6,56,109
35,64,109
33,64,110
42,77,111
9,44,112
15,86,112
59,97,114
24,43,115
20,41,117
1,61,117
93,97,117
11,14,120
8,42,120
46,100,120
6,48,120
3,69,121
38,73,122
36,90,122
11,19,123
42,68,124
36,80,125
46,82,126
3,14,127
37,72,127
7,55,129
11,93,130
15,74,132
47,61,135
5,88,136
50,69,139
17,69,139
82,100,141
87,100,142
55,96,142
1,94,143
22,47,144
3,55,148
47,51,148
25,66,149
33,52,150
15,18,154
10,59,154
16,66,155
14,98,155
27,34,156
22,47,156
51,95,157
94,99,157
2,41,158
43,77,158
19,36,160
6,75,160
9,18,161
14,21,161
25,35,161
64,87,161
5,49,162
17,72,162
34,52,163
50,55,163
11,73,164
49,57,165
57,85,169
51,58,170
75,95,170
80,86,170
17,56,172
63,65,173
70,74,175
21,36,176
24,50,176
1,88,179
66,73,180
45,93,180
40,50,181
1,71,182
14,19,182
18,53,183
40,86,183
3,55,184
77,81,184
21,93,184
19,99,185
21,63,185
80,88,185
20,100,187
71,75,187
2,85,188
39,63,191
95,97,191
49,90,192
26,64,192
1,12,193
50,72,193
2,12,194
23,85,194
27,86,194
78,93,194
2,40,197
64,99,198
31,70,198
6,30,200
83,99,200
12,99,201
16,82,201
36,69,201
38,78,203
36,95,203
36,64,204
12,61,206
36,44,210
29,85,210
21,82,211
7,29,212
23,97,217
13,76,218
71,98,218
12,83,222
8,25,222
83,95,222
60,70,223
85,86,223
49,99,224
43,83,225
24,69,226
49,63,229
32,69,229
39,79,229
2,51,232
5,35,233
11,54,234
14,38,236
11,21,238
52,62,238
1,57,240
64,84,241
61,81,241
17,45,242
23,38,242
41,97,243
26,80,244
9,16,245
38,98,245
2,96,246
52,55,246
9,66,246
35,81,247
56,97,247
34,95,249
53,93,251
23,53,252
13,49,252
30,82,252
71,99,252
44,97,254
12,16,255
12,14,257
12,70,257
24,41,258
85,93,258
33,37,261
4,34,262
25,84,262
68,78,263
6,69,264
79,94,264
47,60,265
12,90,266
12,53,267
12,59,267
12,68,268
42,49,268
13,67,269
87,95,269
13,89,273
79,83,273
27,82,274
64,69,275
7,77,276
2,11,279
24,69,279
15,47,280
23,84,282
68,93,282
42,79,282
29,97,287
6,64,287
12,18,289
28,62,289
16,75,289
16,86,289
1,60,290
37,42,293
43,48,299
19,56,299
66,84,299
16,76,301
80,94,301
27,66,303
30,66,304
49,96,306
65,91,307
61,76,308
40,74,309
10,57,313
3,80,313
59,90,314
19,63,314
11,77,315
51,75,315
51,90,316
36,43,320
30,58,321
60,78,321
58,93,321
69,93,322
68,82,323
48,93,323
17,75,325
14,88,326
56,69,326
44,76,329
29,70,329
23,99,329
50,54,330
42,45,331
61,76,331
72,89,331
6,50,332
24,74,332
34,76,334
23,48,335
19,79,337
18,30,338
28,92,339
64,98,339
5,37,340
42,84,341
47,95,342
72,75,343
32,87,343
16,17,344
19,40,344
69,85,345
6,100,345
28,51,346
47,80,346
86,89,346
25,80,348
36,89,350
66,88,350
91,94,350
45,87,353
69,82,353
77,95,353
32,62,354
79,87,354
18,95,354
60,65,355
67,87,355
15,48,356
54,66,358
19,55,359
6,97,360
13,27,360
2,53,360
3,74,361
74,95,362
55,80,364
21,38,365
1,23,367
76,86,373
6,77,374
3,37,376
33,64,376
19,88,377
30,34,379
4,16,382
36,43,382
35,62,383
13,47,384
42,77,387
32,64,388
10,77,390
5,95,391
78,98,391
11,92,392
44,97,392
2,100,392
15,97,393
2,7,394
55,56,394
44,100,394
8,98,396
33,97,396
32,86,399
6,34,400
11,18,400
27,31,400
33,70,400
74,76,400
5,90,401
16,68,404
48,87,405
23,97,407
77,79,409
23,30,411
60,86,411
77,85,411
3,32,412
42,66,412
12,100,413
31,62,415
70,72,415
60,97,415
5,20,416
21,38,416
16,94,416
63,93,417
3,17,418
16,85,418
63,64,419
1,7,421
25,39,421
74,80,423
32,67,424
42,61,425
42,68,426
20,22,427
25,53,427
9,75,428
17,59,429
21,56,429
1,43,432
82,93,432
27,60,433
42,75,434
25,38,435
1,64,435
7,86,435
29,92,435
40,70,436
84,91,436
6,36,437
15,43,441
22,85,441
37,63,442
10,50,443
75,82,444
1,49,445
16,47,447
7,52,447
1,64,447
61,93,447
27,55,448
69,94,449
57,70,449
11,58,450
48,72,450
54,89,450
30,67,451
42,93,452
38,60,453
23,71,454
26,88,455
61,94,457
3,12,459
62,63,459
9,35,460
11,42,462
36,45,464
63,67,464
17,20,465
2,40,467
21,55,468
3,57,469
22,46,469
46,79,470
95,98,470
55,100,471
75,88,472
24,86,472
19,51,474
60,80,474
5,51,475
14,27,476
19,70,476
9,75,476
16,37,479
68,91,482
36,69,482
5,83,488
1,83,489
8,32,489
21,42,490
7,9,491
9,97,491
13,79,492
55,95,492
1,19,496
19,71,496
17,63,498
22,90,499
41,59,499
29,50,499
84,98,499
13,93,500
8,93,501
25,98,502
77,94,502
30,96,503
14,49,506
20,61,508
92,99,510
4,42,511
14,90,511
5,9,512
47,78,514
22,72,514
17,41,515
59,75,515
13,57,516
16,24,517
3,54,518
30,84,518
9,34,520
41,43,520
73,96,521
49,51,523
10,82,524
7,85,525
9,19,525
5,67,526
7,63,527
3,51,531
2,83,532
1,23,532
65,98,532
6,45,533
41,76,534
16,74,536
7,59,536
2,56,537
19,21,537
38,98,538
12,21,539
62,92,539
64,94,540
27,99,541
49,51,541
21,67,541
54,75,542
22,96,542
