node1,node2,timestamp
57,74,1
13,97,3
9,81,3
44,81,4
33,39,5
30,55,6
33,93,7
68,77,7
72,95,7
46,60,8
53,91,8
33,84,9
10,75,10
7,22,12
42,89,15
74,84,15
32,71,16
42,70,16
24,72,17
8,90,19
67,70,21
11,75,22
6,60,23
25,88,23
67,92,23
16,52,24
27,55,24
13,39,24
17,87,24
64,88,24
69,82,26
51,89,27
5,56,28
8,29,28
60,68,30
38,63,31
48,64,32
43,65,33
49,54,34
1,51,35
30,86,36
3,87,36
72,85,40
61,88,40
39,74,47
77,87,51
7,96,51
48,94,53
59,63,53
42,83,53
72,97,55
77,94,57
82,92,60
31,43,65
48,90,65
19,54,66
47,58,67
13,91,67
52,69,69
15,17,71
12,35,71
27,41,71
24,74,72
9,99,73
18,45,74
12,62,75
49,73,76
31,97,76
10,31,77
47,56,80
82,97,80
32,47,81
37,41,81
57,61,81
65,76,81
74,100,81
86,98,82
39,74,83
78,85,83
15,75,84
67,93,84
49,97,85
5,31,87
39,62,87
65,74,88
12,67,91
51,83,91
10,90,92
8,91,92
1,27,93
2,48,94
32,61,96
8,48,97
42,99,98
29,88,98
15,42,100
42,87,101
45,94,101
23,45,103
29,32,104
42,62,105
54,64,106
5,29,107
29,65,108
24,76,109
7,72,110
11,20,112
28,99,112
13,66,113
66,77,115
8,71,116
47,97,116
56,69,117
42,99,118
40,72,118
69,85,119
49,67,120
8,50,121
25,39,121
49,61,121
67,68,121
76,95,121
25,61,123
38,41,124
29,78,124
5,85,124
25,75,125
35,56,126
19,87,126
10,56,127
79,83,127
39,96,129
32,52,130
33,51,131
92,98,131
48,81,133
37,61,135
40,96,135
51,61,136
23,97,137
37,44,138
54,65,138
67,98,138
38,93,139
49,76,140
38,90,142
33,58,143
13,81,145
43,72,146
12,50,147
21,23,148
5,27,149
28,37,149
61,78,149
25,99,149
94,95,152
18,99,154
49,90,156
24,86,157
63,83,158
51,86,159
64,99,159
63,71,161
48,96,162
5,72,163
10,26,165
32,63,165
18,41,166
58,80,166
19,30,168
54,63,169
39,76,170
29,52,171
41,76,171
67,94,171
48,98,171
21,55,172
47,95,172
68,69,174
74,86,174
24,44,175
69,94,176
23,68,177
4,61,177
51,100,178
21,67,178
56,67,179
52,87,179
55,60,180
40,57,181
13,28,182
49,74,182
70,82,182
11,99,182
6,49,183
24,86,183
53,65,184
23,85,184
40,95,184
33,37,185
2,24,187
56,93,187
61,97,187
59,69,187
9,29,188
35,43,189
18,81,190
15,48,193
62,63,193
39,74,193
30,76,194
33,54,195
6,50,197
19,36,197
14,16,198
59,77,198
78,81,199
90,99,199
1,35,200
67,75,200
80,97,200
65,99,200
56,65,201
4,87,201
78,91,201
27,51,202
1,65,202
5,44,203
3,61,204
71,86,204
8,67,206
30,89,207
31,39,207
1,21,208
60,84,208
71,96,208
27,97,208
5,71,209
20,29,210
10,28,211
21,25,212
57,91,212
51,94,213
32,88,214
29,42,214
24,72,214
87,98,214
42,99,216
7,74,217
77,96,217
13,85,217
75,82,218
65,73,219
16,20,220
13,94,223
10,75,224
2,22,225
19,100,226
37,94,226
26,38,226
49,91,226
23,27,228
45,75,228
54,62,228
45,97,230
57,92,230
50,58,232
47,86,232
45,78,233
18,33,236
28,39,236
1,16,237
70,72,237
55,60,241
12,25,245
5,88,245
14,46,246
21,82,246
12,99,247
14,40,247
53,69,247
28,31,250
14,72,251
58,74,251
6,38,252
7,49,253
25,30,254
27,62,254
71,83,256
35,98,256
12,16,257
20,50,258
8,61,259
9,10,259
9,31,260
18,60,260
24,55,262
32,98,262
19,52,263
11,60,264
61,63,264
71,76,265
72,76,265
17,39,266
55,83,268
12,46,269
9,20,269
10,35,270
25,98,270
57,98,274
16,49,275
78,85,276
7,66,278
63,71,280
2,80,281
31,75,281
57,95,283
54,64,285
36,62,285
1,69,285
39,74,286
50,90,286
74,86,287
5,60,288
13,76,288
35,78,289
27,35,290
15,45,290
67,98,290
45,61,291
20,49,291
44,71,292
34,51,293
52,94,294
37,77,295
7,42,297
3,51,297
71,88,299
14,66,301
15,35,304
33,98,304
55,57,305
43,60,305
10,80,305
30,55,306
27,49,306
41,74,308
80,98,308
65,71,310
28,49,311
6,18,313
8,29,313
19,87,316
53,74,316
34,59,317
5,13,319
24,62,322
25,52,322
63,78,324
45,74,325
22,77,330
30,90,330
10,62,331
75,76,331
56,59,332
8,38,335
75,90,335
27,95,337
33,85,339
10,59,339
36,68,341
37,57,342
24,56,349
6,73,350
27,74,350
44,57,351
19,82,353
83,97,353
56,91,354
75,81,355
11,93,356
40,100,357
1,50,359
15,38,359
6,72,359
15,55,360
49,70,361
32,60,362
28,43,364
53,98,365
65,74,365
17,32,366
51,99,366
82,100,366
18,32,367
1,45,367
10,25,369
32,48,370
36,62,374
41,72,375
14,52,376
57,98,376
36,55,377
64,90,377
10,40,379
10,54,379
52,83,382
50,76,386
33,72,387
52,91,387
18,35,390
10,100,391
58,67,391
39,60,392
12,63,394
15,27,396
17,77,396
56,92,397
62,88,397
25,61,398
43,76,398
5,32,399
13,73,399
56,90,402
76,77,402
58,94,403
12,21,405
49,64,405
31,98,406
77,91,407
27,33,408
10,51,408
5,11,409
19,45,409
4,28,409
48,64,410
66,99,410
8,46,411
56,65,412
53,61,413
20,88,413
59,71,415
63,97,415
69,86,416
32,91,417
37,61,418
38,59,420
74,87,420
2,13,421
50,63,424
8,12,425
61,94,426
54,83,426
9,40,427
21,43,427
5,74,430
82,98,430
19,99,430
6,67,431
66,82,431
16,54,432
40,48,436
31,49,438
59,94,439
33,39,440
45,51,441
42,81,441
72,77,444
18,22,446
47,66,446
27,29,448
45,54,448
23,52,448
9,25,449
6,53,453
66,75,453
4,57,454
53,82,455
41,96,455
8,83,457
57,100,457
13,65,457
72,87,457
45,48,458
8,50,459
67,78,460
4,76,461
27,91,463
49,77,463
25,53,463
54,80,463
45,75,464
61,69,465
65,92,466
29,85,466
60,64,467
57,91,468
65,97,469
76,85,472
54,87,473
48,56,474
20,45,475
65,71,475
15,35,476
67,99,476
22,30,477
72,85,479
51,75,481
56,87,481
9,22,482
73,80,482
67,86,484
24,25,485
14,32,485
80,91,485
24,45,487
12,58,489
32,40,490
10,51,493
43,49,495
14,39,496
51,58,497
14,72,497
2,10,498
36,55,501
37,96,503
2,29,505
22,86,505
62,69,505
9,40,507
97,99,507
7,48,510
49,56,510
41,67,512
28,31,513
11,31,514
6,48,514
22,75,516
13,82,516
23,98,517
35,75,521
10,39,522
39,95,522
54,98,522
39,63,523
3,90,526
57,70,526
59,99,526
14,15,528
37,84,528
15,100,529
3,45,531
35,71,532
72,100,534
13,50,535
36,59,535
36,74,538
30,71,538
31,32,539
66,96,539
13,34,540
76,84,540
78,93,540
43,73,544
34,79,545
81,82,546
67,93,548
9,80,548
30,73,551
19,43,552
54,66,552
82,93,553
6,81,554
40,53,554
60,87,556
24,31,561
33,45,561
25,56,562
35,40,562
45,57,562
57,62,562
87,92,562
43,60,563
8,43,564
10,59,564
35,43,565
1,67,565
62,100,569
13,92,570
20,83,570
39,83,571
33,43,571
63,80,573
40,91,576
15,79,579
49,66,580
17,93,581
18,72,582
5,76,584
18,61,587
28,90,587
33,59,588
36,87,588
45,91,588
43,61,590
97,98,591
1,14,593
20,88,593
26,47,593
7,83,594
67,79,595
12,28,597
57,82,599
28,72,600
59,75,600
2,92,601
15,33,603
37,65,605
32,53,606
52,61,606
54,95,611
32,97,612
32,42,613
45,96,614
2,15,617
5,89,618
28,31,618
5,95,619
12,13,622
45,57,622
18,32,623
37,62,624
25,52,625
34,55,628
11,62,628
57,91,628
51,95,629
26,78,631
4,95,631
13,91,634
32,65,636
8,15,637
66,76,637
49,55,638
11,61,639
15,63,643
5,31,644
34,97,644
10,61,646
46,68,647
41,46,648
59,99,648
18,21,650
43,46,650
28,54,651
25,36,652
35,72,652
7,15,653
9,82,654
10,15,654
36,49,654
73,75,654
87,95,654
2,81,656
72,75,656
8,60,657
28,82,657
43,73,658
63,79,659
3,79,660
38,95,660
8,51,661
7,86,661
50,62,662
5,18,664
22,53,664
1,35,664
1,53,664
22,78,668
14,31,668
33,46,668
4,42,669
61,98,670
51,63,672
73,82,672
69,83,673
26,88,675
74,93,678
45,70,679
16,48,680
34,81,681
81,99,682
5,63,684
57,88,685
40,60,685
8,59,686
16,20,686
69,80,687
4,54,688
57,74,688
48,73,689
34,75,691
6,56,692
3,100,692
4,98,693
16,34,693
67,80,693
80,90,693
81,98,693
62,66,694
60,91,694
6,29,696
53,67,696
6,94,697
21,64,698
9,59,699
76,83,699
20,62,701
8,83,701
21,37,702
61,71,703
25,95,703
25,36,704
12,93,704
60,85,706
54,74,706
77,94,707
49,61,708
57,59,712
24,45,713
37,92,713
62,75,713
10,77,714
56,91,715
62,93,716
62,64,717
66,83,717
53,57,719
23,100,720
19,45,722
47,84,722
32,94,723
42,95,723
32,39,725
35,88,727
66,99,728
51,62,729
91,96,729
91,98,729
19,52,730
43,99,730
31,56,733
33,62,733
13,75,734
25,61,737
67,93,737
94,99,737
47,66,738
42,98,738
43,57,740
75,77,741
92,96,741
27,68,745
39,52,745
51,67,745
24,60,746
34,59,747
26,62,747
6,28,748
41,45,749
30,51,749
26,76,750
53,85,750
22,25,751
12,51,751
74,75,751
13,52,752
10,60,752
72,92,752
58,65,753
62,91,754
82,99,754
22,36,755
21,37,755
5,77,756
39,93,757
71,79,757
29,75,757
37,49,758
49,95,759
78,99,759
10,62,760
45,61,760
14,77,768
18,71,768
12,15,771
78,92,771
8,18,772
7,31,773
14,34,773
31,81,773
74,91,774
6,8,775
12,26,775
27,91,775
5,39,776
50,62,776
32,52,779
27,33,785
33,91,789
14,17,790
16,33,795
33,78,796
36,43,796
3,66,798
15,83,799
15,82,800
61,65,801
52,91,802
46,56,804
18,83,805
60,79,807
59,97,807
20,62,808
27,67,810
32,67,811
88,95,811
49,73,812
22,58,813
28,98,813
55,91,813
30,40,814
61,89,814
95,100,814
56,87,815
13,29,816
49,60,818
37,72,820
72,96,820
27,30,824
29,53,824
44,85,826
9,45,830
46,60,834
16,61,834
56,92,835
74,86,835
2,74,836
1,100,837
43,49,838
50,65,838
57,74,838
22,77,840
61,73,840
23,99,841
52,100,842
21,36,843
45,51,843
8,48,843
60,98,844
73,94,845
9,63,846
69,98,848
2,29,849
5,31,850
33,49,851
61,67,851
80,98,851
12,94,852
23,61,853
35,97,854
15,63,855
25,26,857
63,77,858
91,99,858
37,73,860
49,85,861
15,54,863
56,57,865
29,88,865
62,79,866
20,24,867
25,55,867
32,46,867
23,65,867
36,78,867
26,87,867
90,93,867
53,66,868
91,92,868
9,60,870
81,100,870
13,68,871
54,79,871
31,86,872
95,96,872
65,94,873
48,66,876
52,80,876
60,78,877
15,91,877
5,60,878
57,67,879
25,86,881
28,46,882
10,59,885
35,91,885
60,88,885
54,68,885
53,87,885
22,61,887
23,42,889
76,83,889
10,90,890
44,56,891
14,99,891
10,62,893
22,89,893
75,82,894
59,76,894
29,97,895
27,82,897
6,79,898
48,55,899
5,53,900
13,24,901
42,92,902
43,44,902
21,62,904
38,65,904
80,94,904
43,94,906
2,45,906
10,11,907
21,61,907
13,25,908
31,67,908
24,33,909
28,60,910
62,65,910
8,73,911
32,51,912
85,88,912
60,67,914
42,69,917
6,26,918
27,40,918
56,63,918
68,91,918
22,60,919
33,42,919
62,100,919
45,51,921
17,51,921
16,53,921
27,63,921
7,25,923
67,83,923
28,91,924
29,80,925
30,43,925
3,74,928
33,63,928
31,98,928
7,14,929
33,99,930
1,83,931
85,96,931
89,94,931
38,85,932
10,66,932
11,90,933
6,72,934
26,72,935
49,63,936
38,98,937
49,71,937
24,93,938
55,90,939
56,67,939
62,85,939
24,54,942
18,42,943
20,25,943
4,43,943
36,67,943
12,44,944
56,88,944
73,83,944
27,94,946
28,36,946
16,51,946
28,99,947
65,97,950
69,80,950
24,86,951
54,81,951
27,78,952
4,29,953
38,92,953
8,76,954
53,86,954
44,71,956
14,72,956
53,72,957
16,65,958
53,99,959
6,92,961
91,100,961
5,48,962
28,95,963
33,57,963
13,57,964
13,76,965
41,88,965
16,25,966
13,27,966
40,44,966
1,72,966
25,34,967
13,38,967
57,66,968
33,53,969
25,38,970
44,53,970
5,17,971
91,95,973
24,97,975
20,27,976
17,39,976
37,77,976
32,71,977
65,99,977
13,62,978
43,65,979
2,87,979
69,99,980
8,70,981
29,36,982
3,10,983
10,70,984
51,96,985
9,60,985
13,44,986
51,71,987
45,98,988
18,33,992
59,62,993
4,41,994
19,60,994
16,54,996
58,71,997
81,98,998
32,46,1003
40,71,1003
29,39,1004
31,83,1004
8,90,1006
73,98,1006
67,95,1008
40,56,1009
53,57,1009
8,13,1010
25,95,1011
48,75,1012
24,82,1013
61,99,1013
1,92,1013
8,51,1014
65,71,1014
42,65,1015
23,52,1016
32,34,1017
71,72,1017
8,67,1018
53,99,1023
5,60,1026
74,77,1026
13,63,1027
8,45,1028
4,83,1030
3,9,1030
17,60,1030
58,94,1035
44,86,1036
21,45,1037
10,54,1038
14,15,1038
76,83,1038
34,92,1039
43,68,1041
7,27,1042
28,49,1042
9,99,1043
14,68,1043
40,52,1044
63,100,1044
49,92,1048
45,74,1048
4,97,1050
34,67,1050
10,56,1051
57,86,1052
8,63,1054
74,97,1055
16,54,1056
60,74,1056
55,65,1056
7,75,1060
10,88,1060
10,64,1061
36,97,1062
36,93,1064
90,92,1067
71,90,1068
24,30,1069
2,72,1071
63,76,1072
65,68,1074
10,58,1076
67,72,1076
68,94,1078
15,35,1079
21,77,1080
39,54,1081
49,54,1082
46,56,1082
69,72,1082
9,40,1083
12,82,1087
13,36,1090
28,34,1091
66,75,1092
5,27,1094
68,87,1095
48,63,1098
56,76,1098
41,51,1099
56,100,1099
73,76,1100
37,83,1101
83,85,1102
15,74,1103
20,58,1103
24,91,1104
56,89,1104
53,83,1104
3,67,1107
31,44,1107
26,64,1111
36,59,1112
2,62,1113
36,86,1113
25,71,1114
26,56,1114
98,100,1115
79,89,1117
44,96,1117
72,78,1118
81,90,1118
27,45,1119
78,90,1120
13,32,1122
8,43,1122
72,94,1123
17,95,1123
61,75,1124
37,85,1125
19,100,1126
27,43,1126
66,93,1126
1,42,1127
31,75,1127
41,65,1128
24,88,1128
37,94,1129
66,96,1130
41,47,1131
42,84,1135
27,31,1136
16,33,1138
63,97,1138
95,96,1139
13,16,1140
72,92,1142
22,66,1143
35,48,1145
21,98,1145
20,67,1146
42,52,1148
63,74,1148
21,77,1152
24,51,1153
45,63,1153
39,67,1154
6,62,1154
54,56,1155
64,79,1155
6,72,1155
25,39,1156
59,86,1156
22,83,1157
44,97,1158
13,37,1160
44,49,1160
55,91,1160
44,57,1162
73,75,1163
12,76,1163
61,87,1164
35,36,1165
24,67,1165
22,71,1167
7,99,1168
62,63,1168
81,85,1169
36,71,1170
56,59,1170
1,61,1170
42,65,1170
5,62,1172
39,46,1173
36,83,1174
12,88,1175
12,20,1177
20,78,1178
30,78,1183
29,60,1184
69,72,1184
41,44,1185
3,8,1186
54,75,1186
16,25,1188
10,49,1188
5,38,1191
9,38,1192
30,58,1192
3,29,1194
59,62,1194
54,69,1195
55,90,1195
91,95,1196
31,64,1197
61,84,1197
23,53,1198
74,86,1198
12,29,1199
49,75,1200
51,52,1202
16,86,1203
35,52,1204
61,76,1205
21,63,1206
7,31,1209
7,42,1210
33,94,1211
6,59,1212
44,95,1212
89,99,1214
32,38,1215
7,38,1216
15,82,1218
54,88,1218
34,91,1218
36,56,1219
66,79,1223
57,72,1223
30,67,1224
72,89,1224
13,22,1227
26,45,1227
48,99,1227
17,81,1228
10,38,1229
2,95,1229
89,98,1230
21,43,1231
36,65,1233
19,40,1233
21,99,1233
14,83,1236
46,83,1238
1,98,1242
1,60,1242
22,68,1244
10,58,1245
75,91,1246
19,39,1247
8,36,1247
96,99,1247
5,11,1248
41,60,1250
90,95,1250
45,56,1253
38,74,1254
56,64,1254
58,67,1254
10,24,1255
46,49,1255
33,91,1255
10,97,1256
56,86,1256
48,81,1258
63,66,1259
15,75,1260
44,93,1262
2,9,1263
8,71,1264
63,91,1264
21,81,1264
3,7,1265
24,97,1266
10,59,1267
25,83,1267
29,36,1268
45,71,1268
8,30,1269
28,73,1269
75,92,1270
81,87,1270
8,48,1271
31,43,1271
12,30,1273
54,98,1273
74,81,1275
17,79,1277
40,58,1278
51,69,1278
13,47,1279
33,44,1281
9,13,1282
84,90,1282
9,92,1287
21,81,1289
44,97,1289
42,72,1290
6,91,1290
6,12,1291
43,77,1291
23,97,1293
11,24,1294
35,62,1294
29,64,1295
86,90,1295
2,100,1296
43,68,1298
54,74,1298
35,91,1299
21,38,1301
85,100,1302
24,85,1304
43,98,1304
9,37,1305
25,35,1305
10,49,1306
35,53,1306
67,74,1306
44,51,1307
77,97,1308
2,54,1310
3,65,1310
30,47,1311
32,67,1312
42,92,1313
24,27,1317
31,49,1318
62,85,1319
59,63,1320
20,26,1322
49,91,1322
31,92,1328
36,54,1330
38,86,1331
9,91,1332
25,87,1333
51,99,1333
40,66,1336
42,62,1336
9,87,1336
57,60,1338
74,88,1338
21,36,1340
23,93,1341
3,7,1345
1,60,1345
47,60,1346
70,100,1348
55,73,1353
43,95,1353
6,98,1354
23,63,1355
5,52,1356
12,65,1356
13,93,1357
73,96,1358
54,76,1359
28,54,1364
32,76,1365
43,82,1365
81,83,1366
83,91,1367
55,77,1369
56,57,1370
40,53,1371
3,15,1372
3,25,1372
24,51,1372
78,83,1373
21,80,1374
27,99,1375
9,39,1376
86,100,1376
63,98,1376
20,97,1377
38,47,1379
85,94,1380
4,27,1382
39,64,1382
38,78,1384
87,89,1385
44,85,1386
40,100,1387
45,87,1388
8,61,1389
26,74,1390
34,60,1391
21,52,1393
4,98,1396
34,67,1397
37,83,1398
57,86,1398
17,25,1399
9,43,1400
54,95,1400
20,27,1401
33,45,1401
53,84,1401
47,92,1401
46,97,1401
72,83,1402
2,52,1404
20,81,1405
13,50,1407
9,23,1409
45,59,1410
16,60,1410
21,27,1413
36,41,1413
11,22,1414
28,89,1414
46,52,1414
36,72,1416
36,91,1416
14,85,1418
73,78,1419
30,55,1420
67,77,1421
36,79,1421
21,69,1422
7,87,1424
16,54,1425
4,95,1429
14,51,1430
56,60,1431
27,90,1431
75,99,1432
10,51,1434
50,56,1434
22,82,1435
35,36,1436
63,79,1436
31,99,1438
25,68,1439
15,95,1440
57,75,1440
38,76,1440
33,39,1442
36,40,1444
66,77,1445
17,56,1446
28,40,1448
9,30,1448
5,37,1450
19,25,1451
82,85,1451
26,37,1452
11,25,1456
79,83,1456
9,11,1457
40,51,1457
42,95,1460
5,56,1462
40,65,1463
20,83,1465
9,63,1467
29,87,1467
94,100,1467
7,49,1469
29,69,1470
65,91,1470
33,91,1471
85,98,1472
10,56,1474
7,90,1474
48,92,1474
71,78,1475
7,21,1476
44,97,1476
65,99,1476
98,99,1478
82,95,1479
5,25,1480
6,35,1481
14,86,1482
90,98,1482
5,20,1487
74,77,1487
33,66,1488
28,42,1489
51,92,1489
15,64,1490
18,53,1491
48,63,1492
31,35,1493
42,95,1493
81,85,1493
76,95,1494
77,82,1494
9,24,1496
48,90,1497
11,43,1498
36,98,1498
70,99,1499
2,22,1500
28,57,1500
17,75,1501
76,99,1501
33,39,1502
37,69,1503
29,60,1504
62,90,1507
4,8,1509
19,73,1513
34,60,1514
18,98,1514
43,53,1516
51,84,1518
33,43,1519
51,71,1519
63,77,1519
69,91,1519
39,99,1519
33,43,1520
40,99,1521
6,18,1524
24,96,1524
49,98,1524
29,59,1525
57,88,1525
12,73,1526
27,45,1527
63,74,1529
7,42,1531
25,57,1531
3,73,1531
8,93,1531
28,71,1532
12,87,1532
