node1,node2,timestamp
28,52,1
4,39,3
80,98,5
21,47,6
17,74,7
54,59,11
74,76,11
67,100,11
33,41,12
7,58,12
81,85,12
2,3,15
40,45,15
21,91,15
36,48,16
91,98,17
38,79,18
39,73,18
25,75,19
14,19,20
76,98,21
35,63,22
56,75,22
32,70,23
16,56,23
56,78,23
2,61,24
63,64,24
72,98,27
8,81,27
7,8,28
71,97,29
2,99,30
26,63,31
39,99,31
24,47,32
29,54,32
70,86,32
47,100,34
17,27,35
3,30,36
3,99,38
30,53,38
45,91,38
15,46,42
21,38,46
33,77,46
17,85,47
5,98,48
95,99,48
62,63,49
20,79,50
38,86,51
36,74,53
41,91,53
36,87,54
52,74,55
14,24,57
3,20,58
2,75,59
62,81,59
21,82,60
5,34,61
14,38,61
27,81,62
84,89,63
3,31,65
46,73,65
50,88,65
14,20,66
39,61,66
58,66,66
3,70,68
40,98,69
20,63,71
70,74,71
5,30,72
88,89,73
28,66,74
3,62,80
18,72,80
44,86,80
58,100,80
76,80,80
6,49,81
40,75,81
31,63,82
41,63,83
15,87,84
11,99,84
21,43,85
55,91,85
1,61,86
14,52,87
17,60,87
51,52,87
60,77,87
8,98,87
32,75,88
12,85,89
27,50,91
30,76,91
10,94,92
5,76,93
25,58,94
40,53,95
61,74,96
17,23,98
60,98,98
34,79,101
36,45,101
29,77,101
3,99,103
12,93,103
34,36,104
5,66,105
84,95,105
27,36,106
53,98,106
40,72,107
21,35,108
24,89,108
10,37,110
17,76,113
75,90,114
5,74,117
5,51,118
1,76,118
25,41,120
30,33,120
51,84,120
10,66,120
2,92,121
11,18,121
7,30,122
37,63,124
42,56,125
71,94,125
15,70,128
7,66,130
33,78,131
3,53,132
59,100,132
65,94,133
81,91,135
52,75,136
12,14,137
33,56,139
6,92,140
18,56,140
3,15,141
6,46,141
38,57,142
30,72,142
75,90,143
16,24,144
13,84,145
7,86,146
61,91,146
4,15,147
2,79,147
16,67,149
1,32,149
39,99,149
41,100,150
15,89,151
18,97,151
33,86,153
2,16,154
36,44,155
56,84,155
7,53,159
50,93,162
20,62,162
23,76,162
47,70,164
3,50,165
17,60,167
69,86,168
7,52,169
54,58,170
43,61,170
33,69,171
22,58,171
50,75,172
60,76,174
2,50,175
75,97,175
6,58,176
10,39,178
84,99,178
23,75,180
2,21,181
1,4,182
39,60,182
6,12,184
3,86,185
38,89,185
34,58,186
6,84,186
3,92,189
47,70,190
25,51,192
13,55,193
19,27,195
11,26,196
31,74,196
60,74,196
25,86,198
7,88,199
37,66,199
38,83,200
59,89,201
50,61,203
69,86,203
17,91,203
68,93,204
62,75,205
40,85,205
5,35,206
52,84,206
23,80,206
46,62,207
85,91,207
1,78,208
53,62,209
24,95,210
51,97,210
70,92,210
75,84,210
86,96,210
36,94,212
40,66,214
14,72,214
38,98,215
8,51,215
18,70,216
84,96,217
88,90,217
22,100,217
54,60,218
52,56,219
35,63,219
58,68,219
70,91,219
41,54,220
26,86,220
39,50,221
61,68,221
1,21,223
66,70,224
14,78,226
17,66,227
5,22,228
36,45,229
34,84,230
39,96,230
69,94,230
56,78,233
17,76,234
78,100,234
36,63,235
8,34,237
42,92,237
13,44,238
49,60,238
11,75,240
48,74,241
50,68,241
45,73,243
52,72,244
14,72,245
4,69,248
99,100,248
15,41,249
27,34,249
10,48,249
18,19,250
10,36,250
22,57,253
17,42,253
3,35,254
36,92,254
48,88,254
32,86,254
58,88,255
17,83,255
41,77,256
44,72,256
15,46,257
18,71,257
26,83,257
26,39,258
11,80,258
34,100,258
6,82,259
33,38,259
74,91,262
11,96,262
43,50,263
87,89,263
31,35,264
34,41,265
9,87,265
13,81,267
4,70,267
49,77,268
35,86,268
56,71,269
3,100,270
80,87,270
5,59,271
43,75,271
8,22,273
24,56,273
34,52,273
15,17,274
44,89,274
17,76,274
36,92,276
2,19,277
87,98,277
15,44,279
58,88,279
31,50,280
4,75,280
3,43,282
37,44,282
39,64,283
28,97,283
14,97,284
39,48,284
29,63,286
4,58,287
8,30,287
41,62,287
34,55,289
29,91,290
38,92,291
37,44,291
50,87,291
8,52,291
74,99,291
53,99,291
1,54,292
41,62,294
53,85,294
18,49,295
32,73,295
43,82,296
20,27,297
23,60,297
21,31,298
4,18,299
57,86,299
39,91,300
44,45,300
68,70,301
44,85,306
7,90,309
23,59,315
20,75,316
8,83,317
19,90,318
20,41,318
26,44,318
59,100,318
6,74,319
42,72,319
26,45,319
31,98,319
73,77,320
53,75,320
47,69,322
37,72,322
60,75,322
1,79,322
24,80,323
10,47,325
6,24,326
39,97,327
21,77,327
26,97,329
90,93,332
6,17,333
38,43,333
38,66,333
14,69,334
72,83,334
25,34,335
6,48,337
50,97,337
48,66,340
83,100,341
14,16,343
76,98,344
6,21,345
64,66,345
69,77,345
60,61,346
26,44,347
89,92,348
21,45,350
40,44,350
40,66,350
10,80,352
18,29,354
18,34,354
37,92,354
7,30,355
58,69,355
55,73,356
20,72,358
5,29,358
72,80,358
2,5,359
19,98,361
73,80,361
6,83,361
26,46,363
