node1,node2,timestamp
35,76,1
8,100,2
86,90,2
22,74,3
31,46,3
12,27,4
22,30,7
8,36,11
23,55,12
8,80,12
85,92,12
64,75,14
36,76,14
1,48,15
49,54,16
6,87,18
20,61,18
51,81,21
32,92,21
18,48,23
66,96,23
3,9,24
7,79,24
33,45,25
34,37,26
47,78,26
16,56,27
13,40,28
37,99,29
71,77,30
20,41,31
13,90,31
63,91,31
12,28,32
46,78,32
7,43,34
41,92,35
43,72,35
23,83,35
74,84,35
9,89,35
6,77,36
54,91,37
4,40,38
27,96,38
37,90,41
25,100,46
10,37,47
11,41,48
76,84,48
78,87,49
43,90,50
65,84,51
60,76,52
4,13,53
19,57,53
78,79,54
9,52,55
11,95,55
51,94,55
25,55,56
76,100,56
54,80,56
51,77,57
1,35,58
22,47,59
70,90,59
64,88,61
74,94,61
7,8,62
32,89,62
33,67,62
53,92,62
56,78,64
17,68,64
24,70,64
49,89,65
50,79,65
12,44,67
41,57,68
65,86,69
91,94,70
12,84,71
12,72,72
4,87,72
15,21,73
12,61,73
67,75,74
7,54,75
16,84,76
19,49,80
69,72,81
46,95,81
8,60,82
14,47,82
24,55,82
42,56,82
20,93,82
60,95,85
13,31,87
50,90,87
65,78,89
8,35,91
48,54,91
72,87,91
84,91,92
10,14,93
22,68,94
48,65,94
37,74,94
36,40,95
40,59,95
37,96,95
75,84,96
6,93,97
49,78,100
21,85,102
72,94,102
42,65,103
71,77,104
2,76,105
64,96,105
5,26,107
5,47,108
54,93,108
10,60,108
65,86,108
37,88,109
48,55,109
10,12,110
5,16,111
19,22,111
28,38,111
4,43,113
89,94,113
16,58,115
80,93,115
15,47,116
36,90,116
8,75,117
57,80,117
53,79,118
35,80,118
4,18,119
8,58,119
10,22,120
31,47,121
66,86,121
82,85,122
16,92,122
52,95,123
78,98,123
24,79,124
22,81,124
32,43,125
62,77,125
11,58,131
22,27,131
24,74,131
12,81,133
65,89,133
30,37,134
25,46,136
33,83,137
64,99,137
70,80,137
72,92,137
7,49,138
52,58,138
40,82,140
79,89,140
68,97,141
16,77,143
43,49,146
8,35,148
40,52,149
15,89,149
22,24,150
44,96,151
72,76,152
20,79,152
44,54,153
5,75,156
57,80,157
4,8,158
12,79,158
7,91,160
10,38,161
30,40,161
8,83,161
20,97,162
51,100,162
20,32,163
18,90,164
79,83,165
44,82,168
61,96,168
3,48,169
35,92,170
40,94,170
41,86,171
33,88,173
58,84,173
25,40,174
18,74,174
7,88,176
3,68,177
6,40,178
10,23,180
47,58,180
73,84,180
70,87,182
32,99,183
34,91,184
14,45,184
27,30,186
32,62,186
33,99,187
3,77,188
37,41,189
10,95,190
10,65,191
3,15,192
14,92,192
15,24,193
41,89,194
61,96,195
77,89,195
16,79,195
76,83,195
3,18,196
61,90,196
44,69,197
6,20,198
78,80,198
62,79,199
12,30,201
40,54,201
22,95,201
16,82,202
44,99,202
3,86,203
66,68,203
78,80,203
5,41,204
50,65,204
10,61,205
43,47,205
61,92,205
5,46,206
49,95,208
52,81,208
19,39,209
7,50,210
21,61,213
10,31,213
38,40,213
43,76,213
27,78,216
44,94,217
24,94,217
14,65,218
45,92,218
33,41,219
8,92,219
21,93,219
10,62,222
7,82,223
25,76,224
71,74,225
34,52,227
59,89,227
60,83,228
62,96,229
41,90,232
4,71,234
17,91,234
20,57,235
7,83,235
43,65,236
58,66,237
21,77,238
38,86,239
51,85,240
49,52,240
37,92,240
13,20,242
49,85,242
30,44,243
64,75,243
16,91,244
12,89,245
79,85,246
52,81,247
28,92,247
33,34,248
40,66,249
77,95,250
30,70,251
43,68,252
27,41,253
28,75,253
39,66,255
36,94,256
76,81,257
28,46,258
37,61,258
3,72,258
49,66,259
32,82,259
1,10,261
45,60,261
6,19,262
21,68,262
26,72,262
66,94,265
28,87,266
36,55,267
60,90,267
85,95,270
32,75,271
16,41,271
34,82,271
13,44,272
8,54,272
33,81,275
75,82,276
14,25,277
31,75,278
8,28,279
6,69,280
7,80,280
86,90,280
8,58,281
49,97,282
27,99,282
56,96,283
47,79,284
42,76,287
7,13,289
8,100,290
10,17,290
41,80,290
49,87,290
8,68,291
35,98,292
11,75,293
5,34,295
86,94,295
11,60,297
82,89,298
2,59,299
52,80,299
89,93,299
22,99,300
7,80,302
40,82,303
69,72,304
58,96,305
80,100,305
17,43,307
2,28,310
30,45,310
84,90,310
32,46,311
40,47,314
36,79,316
15,74,319
11,16,321
54,82,321
56,95,321
16,36,322
77,87,322
30,86,325
5,38,325
5,65,325
59,65,327
5,81,328
37,96,328
41,53,329
48,87,329
61,92,329
72,99,329
29,74,330
48,64,332
33,84,334
47,61,334
48,74,335
1,24,337
9,69,342
4,12,343
72,75,344
28,33,345
32,33,345
5,77,349
58,91,349
17,47,350
64,81,350
45,96,351
6,70,352
20,44,356
37,70,357
1,80,357
43,46,359
23,70,359
74,99,360
9,92,360
29,96,360
3,57,363
44,98,363
35,44,365
26,92,366
36,55,368
38,39,368
75,81,368
19,62,370
20,96,371
73,77,371
8,38,381
66,70,382
2,93,382
3,85,383
12,35,384
38,80,384
10,36,386
42,53,386
66,92,387
38,76,388
10,19,389
49,68,390
49,74,390
75,80,390
78,85,391
20,33,392
30,88,392
44,85,393
65,83,393
89,91,394
33,39,395
54,55,395
75,93,395
26,67,396
48,54,396
26,91,398
92,93,398
1,13,399
30,48,400
28,99,401
64,70,401
8,87,403
8,36,403
49,78,403
80,93,404
40,67,407
2,26,409
55,72,410
62,68,412
36,80,412
12,55,413
19,77,413
34,35,414
69,97,420
57,88,421
85,95,422
15,50,423
52,96,425
21,36,426
33,85,426
39,61,427
6,90,428
3,5,431
39,72,432
38,85,433
65,84,433
47,89,434
8,9,436
6,35,436
39,49,438
23,89,439
82,90,440
75,96,440
4,10,441
40,70,441
9,76,441
28,86,445
34,54,445
4,65,446
16,37,446
42,91,447
41,55,448
35,90,449
12,21,450
25,33,450
36,68,450
38,75,450
13,32,452
20,26,454
70,72,454
12,58,455
23,51,456
12,94,457
15,28,457
29,74,458
28,89,460
61,94,462
76,96,463
82,83,464
3,40,465
12,58,465
33,39,470
6,17,471
35,85,471
15,76,472
3,39,475
10,78,475
