node1,node2,timestamp
3,25,1
74,96,2
1,55,3
27,74,4
30,85,5
47,49,5
70,89,5
8,77,7
36,94,9
10,24,10
69,72,11
9,48,12
49,53,12
62,77,12
25,89,13
31,75,14
28,34,14
25,76,16
24,79,20
44,79,20
28,53,20
2,72,21
51,84,23
25,30,24
28,99,27
44,73,27
87,94,27
55,65,28
60,95,28
39,66,30
20,94,32
50,69,33
31,85,34
3,20,35
50,77,36
40,48,39
10,15,40
6,26,43
14,38,43
14,17,44
13,51,45
47,81,45
4,97,45
10,76,46
4,34,46
27,60,46
26,90,46
1,91,47
52,90,48
81,89,48
25,57,52
12,70,54
38,99,54
61,84,55
7,66,57
42,49,57
78,99,57
22,34,58
35,44,58
12,18,59
43,81,59
84,85,60
8,93,62
13,95,62
29,63,63
42,86,65
41,68,66
30,45,67
67,95,72
5,87,74
21,56,75
86,98,75
21,48,76
2,49,76
82,87,76
7,11,77
8,61,77
6,61,81
12,30,82
20,99,82
28,76,82
34,87,82
34,83,85
35,62,85
8,94,87
14,22,88
2,67,89
2,74,92
41,90,92
2,42,93
22,70,93
31,54,95
10,46,96
19,92,98
9,33,99
61,88,100
69,70,101
62,64,102
29,96,103
30,57,103
7,97,103
6,22,104
1,29,104
40,50,104
13,74,105
12,43,107
14,44,107
36,64,107
40,57,107
60,98,108
5,88,109
22,32,110
66,92,111
21,46,113
47,78,113
9,99,113
48,52,115
24,71,116
79,82,116
51,69,117
21,41,118
40,46,118
4,85,118
14,65,119
10,18,120
16,81,121
21,24,122
28,68,122
25,39,123
4,78,125
40,60,126
24,46,126
46,65,126
12,69,127
24,29,127
29,93,127
21,67,129
51,88,130
7,18,131
27,98,131
23,26,132
16,78,134
25,28,134
17,90,134
14,55,135
71,76,135
29,49,137
34,96,138
18,91,140
67,74,140
51,82,141
18,70,145
6,74,145
59,100,145
7,73,149
2,8,149
49,99,149
34,71,149
15,83,149
56,67,151
26,57,154
6,61,154
17,56,155
68,85,155
63,65,156
28,92,160
38,59,162
10,21,163
42,88,163
23,52,165
63,68,166
8,66,168
40,42,170
53,100,170
14,93,171
13,81,171
6,10,175
12,31,175
9,28,175
39,85,175
60,70,175
69,77,175
7,71,176
12,72,176
10,83,178
57,92,178
44,64,180
2,55,180
28,69,181
30,47,183
85,97,183
30,51,184
11,55,184
12,38,185
30,78,185
39,81,185
69,71,192
42,94,192
58,66,197
8,35,198
48,56,198
44,73,198
30,85,199
21,98,200
28,52,200
58,97,201
25,75,202
65,70,202
60,85,202
67,73,203
69,93,204
34,94,206
9,88,207
3,71,208
35,59,210
36,53,211
29,41,212
66,97,212
71,89,213
65,97,213
20,96,214
20,62,215
41,85,215
79,90,215
28,99,216
72,98,216
20,78,216
23,90,216
9,100,217
6,19,217
20,77,217
20,76,218
56,82,218
51,85,218
51,61,221
1,23,224
12,46,224
48,78,224
81,87,224
31,100,225
4,59,226
8,19,227
9,28,228
28,48,229
34,54,229
78,81,229
25,98,229
20,67,230
35,47,232
21,57,232
35,89,234
4,40,235
23,98,235
4,37,236
13,72,236
21,73,236
32,57,236
67,85,236
15,72,237
69,94,238
65,80,240
24,88,240
3,28,242
28,73,242
1,65,247
4,32,247
34,86,248
35,50,248
47,87,248
7,35,249
11,60,249
55,96,250
17,77,251
1,28,251
77,88,251
56,81,251
11,21,252
37,66,252
7,80,253
24,60,255
24,82,257
28,100,257
44,94,257
81,83,260
88,100,261
35,99,261
18,54,264
85,90,264
60,71,266
26,73,266
51,95,267
60,92,267
70,98,267
52,83,272
9,12,273
31,87,273
60,69,274
38,42,276
58,91,277
10,15,279
81,90,279
42,65,281
77,84,281
49,66,282
2,38,283
47,52,283
13,87,284
97,100,284
6,93,286
60,82,288
24,38,289
68,72,291
53,79,291
31,91,293
81,87,295
87,99,295
1,31,296
44,99,297
10,51,298
92,99,298
12,21,299
19,96,299
28,63,299
71,88,300
68,94,300
